fips,district,year,enrollment,cs_score
4027000,Savanna,2015,373,-0.0446972325910745
4027060,Sayre,2025,687,NA
4027060,Sayre,2024,684,-0.1894827733000412
4027060,Sayre,2023,694,-0.2596250805647061
4027060,Sayre,2022,687,-0.4245001954607278
4027060,Sayre,2021,636,NA
4027060,Sayre,2020,710,NA
4027060,Sayre,2019,730,-0.1204321623563506
4027060,Sayre,2018,734,0.0302843941551681
4027060,Sayre,2017,716,-0.0178102508804624
4027060,Sayre,2016,751,0.0272537744557816
4027060,Sayre,2015,787,-0.1935526993773625
4027090,Schulter,2025,220,NA
4027090,Schulter,2024,242,-1.597396785957785
4027090,Schulter,2023,246,-1.700364123142166
4027090,Schulter,2022,189,-1.553676021739905
4027090,Schulter,2021,129,NA
4027090,Schulter,2020,130,NA
4027090,Schulter,2019,140,-0.7914342346889705
4027090,Schulter,2018,153,-0.678909763097889
4027090,Schulter,2017,135,-0.6076397023285501
4027090,Schulter,2016,137,-0.5688450154874198
4027090,Schulter,2015,145,-0.4094910668961094
4000768,Seeworth Academy (Charter),2025,NA,NA
4000768,Seeworth Academy (Charter),2024,NA,NA
4000768,Seeworth Academy (Charter),2023,NA,NA
4000768,Seeworth Academy (Charter),2022,NA,NA
4000768,Seeworth Academy (Charter),2021,NA,NA
4000768,Seeworth Academy (Charter),2020,NA,NA
4000768,Seeworth Academy (Charter),2019,360,NA
4000768,Seeworth Academy (Charter),2018,397,NA
4000768,Seeworth Academy (Charter),2017,459,NA
4000768,Seeworth Academy (Charter),2016,449,NA
4000768,Seeworth Academy (Charter),2015,485,NA
4027240,Seiling,2025,435,NA
4027240,Seiling,2024,429,-0.4592882287783855
4027240,Seiling,2023,439,-0.5488926461083067
4027240,Seiling,2022,444,-0.5010108022846667
4027240,Seiling,2021,422,NA
4027240,Seiling,2020,461,NA
4027240,Seiling,2019,469,0.0669087478441121
4027240,Seiling,2018,452,-0.048289937884014
4027240,Seiling,2017,448,-0.2364127125241328
4027240,Seiling,2016,436,-0.2342811164079663
4027240,Seiling,2015,452,-0.317681633333423
4027300,Seminole,2025,1401,NA
4027300,Seminole,2024,1393,-0.3657588542464913
4027300,Seminole,2023,1457,-0.3931746607403883
4027300,Seminole,2022,1424,-0.4757517481570712
4027300,Seminole,2021,1399,NA
4027300,Seminole,2020,1508,NA
4027300,Seminole,2019,1648,-0.2121811435590307
4027300,Seminole,2018,1645,-0.3012575636792137
4027300,Seminole,2017,1723,-0.1841459905631083
4027300,Seminole,2016,1783,-0.091194809437626
4027300,Seminole,2015,1776,-0.1076855698645085
4000759,Seminole County Ilc,2025,NA,NA
4000759,Seminole County Ilc,2024,NA,NA
4000759,Seminole County Ilc,2023,NA,NA
4000759,Seminole County Ilc,2022,NA,NA
4000759,Seminole County Ilc,2021,NA,NA
4000759,Seminole County Ilc,2020,NA,NA
4000759,Seminole County Ilc,2019,NA,NA
4000759,Seminole County Ilc,2018,NA,NA
4000759,Seminole County Ilc,2017,NA,NA
4000759,Seminole County Ilc,2016,NA,NA
4000759,Seminole County Ilc,2015,NA,NA
4027330,Sentinel,2025,290,NA
4027330,Sentinel,2024,289,-0.4917114338365776
4027330,Sentinel,2023,293,-0.4580723305922603
4027330,Sentinel,2022,301,-0.3954949315153717
4027330,Sentinel,2021,315,NA
4027330,Sentinel,2020,316,NA
4027330,Sentinel,2019,324,-0.1479439118802471
4027330,Sentinel,2018,317,-0.0063575174674508
4027330,Sentinel,2017,321,-0.2188855533985674
4027330,Sentinel,2016,351,-0.0902727054029146
4027330,Sentinel,2015,344,0.0763971161316573
4027390,Sequoyah,2025,1287,NA
4027390,Sequoyah,2024,1278,-0.1166821741247609
4027390,Sequoyah,2023,1299,-0.1257107075331041
4027390,Sequoyah,2022,1288,-0.1191301646544335
4027390,Sequoyah,2021,1239,NA
4027390,Sequoyah,2020,1284,NA
4027390,Sequoyah,2019,1306,0.1798984651957499
4027390,Sequoyah,2018,1346,0.127660564806635
4027390,Sequoyah,2017,1356,0.1500593117770986
4027390,Sequoyah,2016,1356,0.3033696060138333
4027390,Sequoyah,2015,1375,0.2955573071152889
4027420,Shady Grove,2025,134,NA
4027420,Shady Grove,2024,131,-0.3942064908163503
4027420,Shady Grove,2023,134,-0.5036825607647119
4027420,Shady Grove,2022,125,-0.4092946480912763
4027420,Shady Grove,2021,146,NA
4027420,Shady Grove,2020,153,NA
4027420,Shady Grove,2019,159,-0.198955249995811
4027420,Shady Grove,2018,161,-0.0222071508893841
4027420,Shady Grove,2017,158,-0.0187465294653956
4027420,Shady Grove,2016,145,-0.0296475985452174
4027420,Shady Grove,2015,154,0.0758672652746917
4027450,Shady Point,2025,158,NA
4027450,Shady Point,2024,172,-0.5199657194358557
4027450,Shady Point,2023,153,-0.4569965733542635
4027450,Shady Point,2022,116,-0.5284965072813175
4027450,Shady Point,2021,142,NA
4027450,Shady Point,2020,158,NA
4027450,Shady Point,2019,154,-0.4864827756011262
4027450,Shady Point,2018,165,-0.6208712118080487
4027450,Shady Point,2017,170,-0.7110430902714592
4027450,Shady Point,2016,147,-0.7634722207150076
4027450,Shady Point,2015,127,-0.4893290116853259
4021030,Sharon-Mutual,2025,218,NA
4021030,Sharon-Mutual,2024,220,-0.3481725678116019
4021030,Sharon-Mutual,2023,205,-0.3215064327549807
4021030,Sharon-Mutual,2022,203,-0.3146026212021008
4021030,Sharon-Mutual,2021,178,NA
4021030,Sharon-Mutual,2020,238,NA
4021030,Sharon-Mutual,2019,252,0.0915450578008198
4021030,Sharon-Mutual,2018,269,0.0498254043134811
4021030,Sharon-Mutual,2017,289,-0.1091522601248856
4021030,Sharon-Mutual,2016,308,-0.229104592424052
4021030,Sharon-Mutual,2015,306,-0.3145117227652015
4027540,Shattuck,2025,339,NA
4027540,Shattuck,2024,355,0.2762178746363412
4027540,Shattuck,2023,357,0.2109849671172
4027540,Shattuck,2022,347,0.2781553065906021
4027540,Shattuck,2021,355,NA
4027540,Shattuck,2020,366,NA
4027540,Shattuck,2019,368,0.1269450196267767
4027540,Shattuck,2018,371,0.1865086236624
4027540,Shattuck,2017,354,0.1066349782147275
4027540,Shattuck,2016,353,0.2050533271677395
4027540,Shattuck,2015,385,0.2419387428783157
4027570,Shawnee,2025,3329,NA
4027570,Shawnee,2024,3243,-0.5184931874917907
4027570,Shawnee,2023,3332,-0.7549545779439079
4027570,Shawnee,2022,3366,-0.7447980261257586
4027570,Shawnee,2021,3392,NA
4027570,Shawnee,2020,3642,NA
4027570,Shawnee,2019,3826,-0.4042164887878998
4027570,Shawnee,2018,4002,-0.3672209506648448
4027570,Shawnee,2017,3977,-0.3157532521265535
4027570,Shawnee,2016,3915,-0.2807635601163163
4027570,Shawnee,2015,4047,-0.2581311434135793
4027630,Shidler,2025,187,NA
4027630,Shidler,2024,183,-0.3798358878787705
4027630,Shidler,2023,209,-0.612582190494247
4027630,Shidler,2022,222,-0.2728974598770744
4027630,Shidler,2021,200,NA
4027630,Shidler,2020,239,NA
4027630,Shidler,2019,230,-0.2266096429996795
4027630,Shidler,2018,247,-0.2068459511870896
4027630,Shidler,2017,251,-0.1356886596292703
4027630,Shidler,2016,236,-0.139357946779448
4027630,Shidler,2015,236,-0.1076557587862157
4027640,Silo,2025,1249,NA
4027640,Silo,2024,1204,-0.2256179944043157
4027640,Silo,2023,1157,-0.3717813026217239
4027640,Silo,2022,1045,-0.3054522260260062
4027640,Silo,2021,961,NA
4027640,Silo,2020,988,NA
4027640,Silo,2019,944,-0.0175929754713857
4027640,Silo,2018,914,-0.2215339197350471
4027640,Silo,2017,903,-0.1674962421820345
4027640,Silo,2016,889,-0.174836575557114
4027640,Silo,2015,869,-0.0727920789200831
4027750,Skiatook,2025,2312,NA
4027750,Skiatook,2024,2319,-0.0304897522179325
4027750,Skiatook,2023,2296,-0.026304718993864
4027750,Skiatook,2022,2277,-0.1028635058404672
4027750,Skiatook,2021,2199,NA
4027750,Skiatook,2020,2352,NA
4027750,Skiatook,2019,2418,0.1790477391951405
4027750,Skiatook,2018,2533,0.0417749287150137
4027750,Skiatook,2017,2519,0.041146570177744
4027750,Skiatook,2016,2537,-0.0328541251087072
4027750,Skiatook,2015,2535,0.094884976458964
4027840,Smithville,2025,261,NA
4027840,Smithville,2024,267,-0.1266932072721907
4027840,Smithville,2023,275,-0.1331775647039421
4027840,Smithville,2022,269,-0.1092673959818468
4027840,Smithville,2021,264,NA
4027840,Smithville,2020,270,NA
4027840,Smithville,2019,288,-0.0648680399892513
4027840,Smithville,2018,298,-0.0704247113599381
4027840,Smithville,2017,281,-0.2796483392549287
4027840,Smithville,2016,279,-0.2673629203370291
4027840,Smithville,2015,281,0.0285693471549437
4027930,Snyder,2025,445,NA
4027930,Snyder,2024,434,-0.4850561740625922
4027930,Snyder,2023,445,-0.6032365223459367
4027930,Snyder,2022,439,-0.6123890505990895
4027930,Snyder,2021,452,NA
4027930,Snyder,2020,480,NA
4027930,Snyder,2019,466,-0.5452831265681195
4027930,Snyder,2018,453,-0.6149819006455401
4027930,Snyder,2017,432,-0.3568393334938513
4027930,Snyder,2016,444,-0.3360894967712992
4027930,Snyder,2015,442,0.0511440049385818
4027960,Soper,2025,321,NA
4027960,Soper,2024,342,-0.5975842530805557
4027960,Soper,2023,330,-0.4485564615283188
4027960,Soper,2022,349,-0.4449562391062307
4027960,Soper,2021,344,NA
4027960,Soper,2020,361,NA
4027960,Soper,2019,347,-0.2263426415300586
4027960,Soper,2018,372,-0.2494666767529609
4027960,Soper,2017,384,-0.4689121558632848
4027960,Soper,2016,395,-0.4356408942408039
4027960,Soper,2015,404,-0.3602641902952536
4026640,South Coffeyville,2025,244,NA
4026640,South Coffeyville,2024,249,-0.7201112233977222
4026640,South Coffeyville,2023,263,-0.8286927375727108
4026640,South Coffeyville,2022,263,-0.7054419463842571
4026640,South Coffeyville,2021,235,NA
4026640,South Coffeyville,2020,220,NA
4026640,South Coffeyville,2019,216,NA
4026640,South Coffeyville,2018,233,NA
4026640,South Coffeyville,2017,254,NA
4026640,South Coffeyville,2016,264,-0.1363703456263715
4026640,South Coffeyville,2015,253,-0.3469235520526334
4027990,South Rock Creek,2025,418,NA
4027990,South Rock Creek,2024,425,0.2796335136265596
4027990,South Rock Creek,2023,428,0.2013214361020892
4027990,South Rock Creek,2022,386,0.3301942209599965
4027990,South Rock Creek,2021,403,NA
4027990,South Rock Creek,2020,416,NA
4027990,South Rock Creek,2019,410,0.3043779914945799
4027990,South Rock Creek,2018,407,0.2227090947511444
4027990,South Rock Creek,2017,397,0.1709410389736697
4027990,South Rock Creek,2016,403,0.0976324557454655
4027990,South Rock Creek,2015,414,0.065317291941921
4000761,Southeastern Oklahoma Ilc,2025,NA,NA
4000761,Southeastern Oklahoma Ilc,2024,NA,NA
4000761,Southeastern Oklahoma Ilc,2023,NA,NA
4000761,Southeastern Oklahoma Ilc,2022,NA,NA
4000761,Southeastern Oklahoma Ilc,2021,NA,NA
4000761,Southeastern Oklahoma Ilc,2020,NA,NA
4000761,Southeastern Oklahoma Ilc,2019,NA,NA
4000761,Southeastern Oklahoma Ilc,2018,NA,NA
4000761,Southeastern Oklahoma Ilc,2017,NA,NA
4000761,Southeastern Oklahoma Ilc,2016,NA,NA
4000761,Southeastern Oklahoma Ilc,2015,NA,NA
4000053,Southern Ok Tech. Ctr.,2025,NA,NA
4000053,Southern Ok Tech. Ctr.,2024,NA,NA
4000053,Southern Ok Tech. Ctr.,2023,NA,NA
4000053,Southern Ok Tech. Ctr.,2022,NA,NA
4000053,Southern Ok Tech. Ctr.,2021,NA,NA
4000053,Southern Ok Tech. Ctr.,2020,NA,NA
4000053,Southern Ok Tech. Ctr.,2019,NA,NA
4000053,Southern Ok Tech. Ctr.,2018,NA,NA
4000053,Southern Ok Tech. Ctr.,2017,NA,NA
4000053,Southern Ok Tech. Ctr.,2016,NA,NA
4000053,Southern Ok Tech. Ctr.,2015,NA,NA
4000066,Southwest Tech. Ctr.,2025,NA,NA
4000066,Southwest Tech. Ctr.,2024,NA,NA
4000066,Southwest Tech. Ctr.,2023,NA,NA
4000066,Southwest Tech. Ctr.,2022,NA,NA
4000066,Southwest Tech. Ctr.,2021,NA,NA
4000066,Southwest Tech. Ctr.,2020,NA,NA
4000066,Southwest Tech. Ctr.,2019,NA,NA
4000066,Southwest Tech. Ctr.,2018,NA,NA
4000066,Southwest Tech. Ctr.,2017,NA,NA
4000066,Southwest Tech. Ctr.,2016,NA,NA
4000066,Southwest Tech. Ctr.,2015,NA,NA
4000805,Sovereign Community School,2025,NA,NA
4000805,Sovereign Community School,2024,NA,NA
4000805,Sovereign Community School,2023,121,NA
4000805,Sovereign Community School,2022,124,NA
4000805,Sovereign Community School,2021,92,NA
4000805,Sovereign Community School,2020,39,NA
4000805,Sovereign Community School,2019,NA,NA
4000805,Sovereign Community School,2018,NA,NA
4000805,Sovereign Community School,2017,NA,NA
4000805,Sovereign Community School,2016,NA,NA
4000805,Sovereign Community School,2015,NA,NA
4028110,Spavinaw,2025,NA,NA
4028110,Spavinaw,2024,NA,NA
4028110,Spavinaw,2023,NA,NA
4028110,Spavinaw,2022,NA,NA
4028110,Spavinaw,2021,NA,NA
4028110,Spavinaw,2020,NA,NA
4028110,Spavinaw,2019,NA,NA
4028110,Spavinaw,2018,NA,NA
4028110,Spavinaw,2017,NA,NA
4028110,Spavinaw,2016,81,-0.5024577386373428
4028110,Spavinaw,2015,87,-0.5821637875020869
4028170,Sperry,2025,1008,NA
4028170,Sperry,2024,1075,-0.2638420682758056
4028170,Sperry,2023,1081,-0.2190348044250912
4028170,Sperry,2022,1080,-0.1570708242633939
4028170,Sperry,2021,1018,NA
4028170,Sperry,2020,1046,NA
4028170,Sperry,2019,1078,-0.0768020804536714
4028170,Sperry,2018,1151,0.0235654583230664
4028170,Sperry,2017,1190,-0.0464433441192728
4028170,Sperry,2016,1197,-0.0710628082723493
4028170,Sperry,2015,1238,-0.0156163308874898
4028200,Spiro,2025,1087,NA
4028200,Spiro,2024,1088,-0.224795840767789
4028200,Spiro,2023,1063,-0.3247611836738878
4028200,Spiro,2022,1038,-0.3246590227602498
4028200,Spiro,2021,1029,NA
4028200,Spiro,2020,1051,NA
4028200,Spiro,2019,1090,-0.09455347242509
4028200,Spiro,2018,1065,-0.1834189989888949
4028200,Spiro,2017,1102,-0.1690215780066102
4028200,Spiro,2016,1120,-0.1003888781980833
4028200,Spiro,2015,1128,-0.1102216841998251
4028350,Springer,2025,209,NA
4028350,Springer,2024,222,-0.7933685235339298
4028350,Springer,2023,234,-1.014731374811162
4028350,Springer,2022,230,-0.9054334010738544
4028350,Springer,2021,193,NA
4028350,Springer,2020,206,NA
4028350,Springer,2019,234,-0.5712547829278093
4028350,Springer,2018,240,-0.3382321021962273
4028350,Springer,2017,230,-0.3859961745417412
4028350,Springer,2016,216,-0.4049079968890021
4028350,Springer,2015,202,-0.5022267340710096
4028590,Sterling,2025,312,NA
4028590,Sterling,2024,318,-0.0866760344595074
4028590,Sterling,2023,328,-0.1689539776232537
4028590,Sterling,2022,337,-0.0960415189983221
4028590,Sterling,2021,359,NA
4028590,Sterling,2020,349,NA
4028590,Sterling,2019,391,0.100095153055242
4028590,Sterling,2018,393,0.0508677246599309
4028590,Sterling,2017,387,0.044364990428961
4028590,Sterling,2016,416,0.1301022375683183
4028590,Sterling,2015,412,0.0543486604995041
4028620,Stidham,2025,93,NA
4028620,Stidham,2024,106,-0.7854446861187867
4028620,Stidham,2023,107,-0.8206425550584306
4028620,Stidham,2022,94,-0.7114414495898371
4028620,Stidham,2021,89,NA
4028620,Stidham,2020,87,NA
4028620,Stidham,2019,91,-0.4655122488204653
4028620,Stidham,2018,102,-0.4309391404586206
4028620,Stidham,2017,105,-0.3286205878099665
4028620,Stidham,2016,104,-0.3104050982216403
4028620,Stidham,2015,99,-0.406707810286671
4028650,Stigler,2025,1150,NA
4028650,Stigler,2024,1223,-0.3124012377595452
4028650,Stigler,2023,1187,-0.3059658182803554
4028650,Stigler,2022,1183,-0.2487926411972199
4028650,Stigler,2021,1187,NA
4028650,Stigler,2020,1253,NA
4028650,Stigler,2019,1319,-0.0489601128306386
4028650,Stigler,2018,1338,-0.0479336409591455
4028650,Stigler,2017,1382,-0.1221985914958622
4028650,Stigler,2016,1397,-0.1057994716364584
4028650,Stigler,2015,1396,-0.2158315911182126
4028680,Stillwater,2025,6049,NA
4028680,Stillwater,2024,6019,0.1780566002409143
4028680,Stillwater,2023,6146,0.1279940124930555
4028680,Stillwater,2022,5994,0.0650850746473286
4028680,Stillwater,2021,5668,NA
4028680,Stillwater,2020,6312,NA
4028680,Stillwater,2019,6352,0.279649965154818
4028680,Stillwater,2018,6332,0.3009563837972363
4028680,Stillwater,2017,6233,0.3476636008850965
4028680,Stillwater,2016,6192,0.3441596122986839
4028680,Stillwater,2015,6081,0.36981912376779
4028710,Stilwell,2025,1355,NA
4028710,Stilwell,2024,1381,-0.7872956148952238
4028710,Stilwell,2023,1394,-0.8911015577576077
4028710,Stilwell,2022,1343,-0.8713315205283244
4028710,Stilwell,2021,1347,NA
4028710,Stilwell,2020,1344,NA
4028710,Stilwell,2019,1308,-0.5114499868287185
4028710,Stilwell,2018,1277,-0.4596556035002875
4028710,Stilwell,2017,1257,-0.358066069090807
4028710,Stilwell,2016,1328,-0.4327557439480617
4028710,Stilwell,2015,1359,-0.4218390558911876
4028800,Stonewall,2025,422,NA
4028800,Stonewall,2024,443,0.0251929161995685
4028800,Stonewall,2023,452,-0.1331615079067698
4028800,Stonewall,2022,449,-0.1106253837659932
4028800,Stonewall,2021,413,NA
4028800,Stonewall,2020,445,NA
4028800,Stonewall,2019,441,-0.1151133785869362
4028800,Stonewall,2018,455,-0.2704787446459054
4028800,Stonewall,2017,487,-0.2628191945957926
4028800,Stonewall,2016,479,-0.2797091885637892
4028800,Stonewall,2015,462,-0.0995478425688063
4028920,Straight,2025,30,NA
4028920,Straight,2024,29,NA
4028920,Straight,2023,38,NA
4028920,Straight,2022,39,NA
4028920,Straight,2021,39,NA
4028920,Straight,2020,40,NA
4028920,Straight,2019,36,NA
4028920,Straight,2018,43,-0.0733280097662044
4028920,Straight,2017,37,NA
4028920,Straight,2016,41,0.1953865139099548
4028920,Straight,2015,45,-0.0478164139230939
4028980,Stratford,2025,657,NA
4028980,Stratford,2024,645,-0.347026095261589
4028980,Stratford,2023,632,-0.3804900067457715
4028980,Stratford,2022,637,-0.3728958969789691
4028980,Stratford,2021,608,NA
4028980,Stratford,2020,644,NA
4028980,Stratford,2019,637,8.341504353798e-4
4028980,Stratford,2018,643,0.0674217080569726
4028980,Stratford,2017,707,-0.01969847546086
4028980,Stratford,2016,718,-0.0175997398373977
4028980,Stratford,2015,719,0.0665553305355737
4029010,Stringtown,2025,252,NA
4029010,Stringtown,2024,247,-0.2161442596758588
4029010,Stringtown,2023,248,-0.3387439936827638
4029010,Stringtown,2022,226,-0.5948314418917411
4029010,Stringtown,2021,232,NA
4029010,Stringtown,2020,235,NA
4029010,Stringtown,2019,224,-0.1109369251672754
4029010,Stringtown,2018,225,-0.010313319438034
4029010,Stringtown,2017,241,-0.0538316097261556
4029010,Stringtown,2016,254,0.3933688734593204
4029010,Stringtown,2015,252,-0.1471112297178022
4029040,Strother,2025,371,NA
4029040,Strother,2024,349,-0.5169969236210893
4029040,Strother,2023,403,-0.505490941686054
4029040,Strother,2022,415,-0.618920688175869
4029040,Strother,2021,396,NA
4029040,Strother,2020,408,NA
4029040,Strother,2019,432,-0.3725360603440691
4029040,Strother,2018,425,-0.3411591015338619
4029040,Strother,2017,423,-0.2977446584700731
4029040,Strother,2016,433,-0.3112243745539731
4029040,Strother,2015,433,-0.4023126127705082
4029070,Stroud,2025,852,NA
4029070,Stroud,2024,833,-0.4879496769421535
4029070,Stroud,2023,832,-0.4342430885949111
4029070,Stroud,2022,815,-0.4305438357404284
4029070,Stroud,2021,789,NA
4029070,Stroud,2020,791,NA
4029070,Stroud,2019,799,-0.0938260380645592
4029070,Stroud,2018,791,-0.1300743939398488
4029070,Stroud,2017,770,-0.2008429016001049
4029070,Stroud,2016,830,-0.118643495101203
4029070,Stroud,2015,819,-0.2071719372444927
4029100,Stuart,2025,205,NA
4029100,Stuart,2024,200,-0.1247861028216416
4029100,Stuart,2023,205,-0.1164917231663879
4029100,Stuart,2022,213,-0.0502340494361277
4029100,Stuart,2021,211,NA
4029100,Stuart,2020,260,NA
4029100,Stuart,2019,264,-0.0335953121032196
4029100,Stuart,2018,286,-0.0907383228248229
4029100,Stuart,2017,257,-0.0698215803912234
4029100,Stuart,2016,282,-0.0366895309195479
4029100,Stuart,2015,282,-0.0786267892621273
4029160,Sulphur,2025,1435,NA
4029160,Sulphur,2024,1485,NA
4029160,Sulphur,2023,1490,-0.2375882266029684
4029160,Sulphur,2022,1428,-0.105534548653649
4029160,Sulphur,2021,1423,NA
4029160,Sulphur,2020,1558,NA
4029160,Sulphur,2019,1554,0.0967448368984232
4029160,Sulphur,2018,1514,0.0052097979519824
4029160,Sulphur,2017,1518,-0.0108182267653343
4029160,Sulphur,2016,1564,0.0099944951370653
4029160,Sulphur,2015,1560,0.0458165837839916
4029310,Sweetwater,2025,115,NA
4029310,Sweetwater,2024,108,-0.5103032629798381
4029310,Sweetwater,2023,122,-0.2147399964702972
4029310,Sweetwater,2022,121,-0.1964741590861605
4029310,Sweetwater,2021,137,NA
4029310,Sweetwater,2020,124,NA
4029310,Sweetwater,2019,120,-0.1154107437578445
4029310,Sweetwater,2018,129,0.0380394111401907
4029310,Sweetwater,2017,142,-0.0470000157701234
4029310,Sweetwater,2016,138,0.063382327236045
4029310,Sweetwater,2015,131,-0.0185743429417435
4029340,Swink,2025,NA,NA
4029340,Swink,2024,NA,NA
4029340,Swink,2023,NA,NA
4029340,Swink,2022,NA,NA
4029340,Swink,2021,NA,NA
4029340,Swink,2020,NA,NA
4029340,Swink,2019,147,NA
4029340,Swink,2018,139,NA
4029340,Swink,2017,142,NA
4029340,Swink,2016,159,NA
4029340,Swink,2015,177,NA
4029380,Tahlequah,2025,3712,NA
4029380,Tahlequah,2024,3610,-0.184275863165657
4029380,Tahlequah,2023,3607,-0.2222687457427982
4029380,Tahlequah,2022,3493,-0.1704956442247508
4029380,Tahlequah,2021,3516,NA
4029380,Tahlequah,2020,3663,NA
4029380,Tahlequah,2019,3605,0.0429657661322135
4029380,Tahlequah,2018,3574,5.264411871799e-4
4029380,Tahlequah,2017,3647,0.0375518173461341
4029380,Tahlequah,2016,3640,0.0985443765292448
4029380,Tahlequah,2015,3509,0.0832652948903996
4029400,Talihina,2025,455,NA
4029400,Talihina,2024,514,-0.4905476224738091
4029400,Talihina,2023,511,-0.6652523476256504
4029400,Talihina,2022,533,-0.7384031764738992
4029400,Talihina,2021,515,NA
4029400,Talihina,2020,565,NA
4029400,Talihina,2019,536,-0.4808016078777906
4029400,Talihina,2018,576,-0.372509906620243
4029400,Talihina,2017,579,-0.2795747915950819
4029400,Talihina,2016,616,-0.3217439121118609
4029400,Talihina,2015,613,-0.3308612971557486
4029430,Taloga,2025,126,NA
4029430,Taloga,2024,108,NA
4029430,Taloga,2023,107,0.2880252558780087
4029430,Taloga,2022,97,0.2010332136787573
4029430,Taloga,2021,100,NA
4029430,Taloga,2020,91,NA
4029430,Taloga,2019,96,-0.0245260043308885
4029430,Taloga,2018,105,-0.0871386931474889
4029430,Taloga,2017,87,0.0904073383578941
4029430,Taloga,2016,109,-0.16303233125832511
4029430,Taloga,2015,86,-0.6176777159285379
4029520,Tannehill,2025,128,NA
4029520,Tannehill,2024,132,-0.2395069683433717
4029520,Tannehill,2023,142,-0.2723740115624538
4029520,Tannehill,2022,124,-0.4202453472460501
4029520,Tannehill,2021,131,NA
4029520,Tannehill,2020,138,NA
4029520,Tannehill,2019,151,-0.1190076592041466
4029520,Tannehill,2018,144,-0.0325309780386683
4029520,Tannehill,2017,159,-0.1366383537762466
4029520,Tannehill,2016,168,-0.1546139453822344
4029520,Tannehill,2015,176,-0.517085256955219
4029610,Tecumseh,2025,1946,NA
4029610,Tecumseh,2024,1951,-0.8041295706734715
4029610,Tecumseh,2023,1968,-0.7687950437244437
4029610,Tecumseh,2022,1938,-0.6427489008078885
4029610,Tecumseh,2021,1923,NA
4029610,Tecumseh,2020,2086,NA
4029610,Tecumseh,2019,2095,-0.1685433534034683
4029610,Tecumseh,2018,2163,-0.2163143363842543
4029610,Tecumseh,2017,2181,-0.1720855997976644
4029610,Tecumseh,2016,2226,-0.1503400352821538
4029610,Tecumseh,2015,2264,-0.1567890187296073
4029640,Temple,2025,164,NA
4029640,Temple,2024,168,-0.7031000604734422
4029640,Temple,2023,184,-0.7104166298344964
4029640,Temple,2022,200,-0.8570545221044334
4029640,Temple,2021,194,NA
4029640,Temple,2020,189,NA
4029640,Temple,2019,177,-0.1742208203188074
4029640,Temple,2018,189,-0.2462274788834239
4029640,Temple,2017,191,-0.2938522161091363
4029640,Temple,2016,177,-0.4759477744845221
4029640,Temple,2015,174,-0.5154970525942136
4029670,Tenkiller,2025,157,NA
4029670,Tenkiller,2024,166,-0.2131785361508226
4029670,Tenkiller,2023,197,-0.3338245327354283
4029670,Tenkiller,2022,215,-0.2806236465704575
4029670,Tenkiller,2021,250,NA
4029670,Tenkiller,2020,256,NA
4029670,Tenkiller,2019,254,-0.0925252688909826
4029670,Tenkiller,2018,301,-0.2484608977071291
4029670,Tenkiller,2017,299,-0.067803722892556
4029670,Tenkiller,2016,302,-0.0452450765299969
4029670,Tenkiller,2015,291,-0.0813776806386381
4029760,Terral,2025,NA,NA
4029760,Terral,2024,NA,NA
4029760,Terral,2023,32,NA
4029760,Terral,2022,40,NA
4029760,Terral,2021,45,NA
4029760,Terral,2020,37,NA
4029760,Terral,2019,42,NA
4029760,Terral,2018,46,-0.3687167190505822
4029760,Terral,2017,74,-0.2757828134066293
4029760,Terral,2016,68,-0.5075443915848893
4029760,Terral,2015,64,-0.5759182539717848
4029820,Texhoma,2025,190,NA
4029820,Texhoma,2024,223,-0.0116162992634638
4029820,Texhoma,2023,226,-0.0312255123668563
4029820,Texhoma,2022,300,-0.2555317945178608
4029820,Texhoma,2021,300,NA
4029820,Texhoma,2020,294,NA
4029820,Texhoma,2019,308,-0.4595446274316229
4029820,Texhoma,2018,307,-0.3407615042050924
4029820,Texhoma,2017,309,-0.3778668465250871
4029820,Texhoma,2016,305,-0.5726328872089694
4029820,Texhoma,2015,330,-0.3308471221089354
4029850,Thackerville,2025,305,NA
4029850,Thackerville,2024,277,-0.3884258632069516
4029850,Thackerville,2023,299,-0.6121170308083242
4029850,Thackerville,2022,296,-0.6581498336217402
4029850,Thackerville,2021,287,NA
4029850,Thackerville,2020,273,NA
4029850,Thackerville,2019,284,-0.2549619267549242
4029850,Thackerville,2018,328,-0.1593307514387764
4029850,Thackerville,2017,355,-0.0967596515217687
4029850,Thackerville,2016,357,-0.1503239912364455
4029850,Thackerville,2015,316,-0.2166931425712955
4000015,Thomas-Fay-Custer Unified Dist,2025,459,NA
4000015,Thomas-Fay-Custer Unified Dist,2024,455,0.1270942678947405
4000015,Thomas-Fay-Custer Unified Dist,2023,465,0.147922927611167
4000015,Thomas-Fay-Custer Unified Dist,2022,474,0.0487284875715619
4000015,Thomas-Fay-Custer Unified Dist,2021,467,NA
4000015,Thomas-Fay-Custer Unified Dist,2020,482,NA
4000015,Thomas-Fay-Custer Unified Dist,2019,491,0.162081454348799
4000015,Thomas-Fay-Custer Unified Dist,2018,507,0.184742872422575
4000015,Thomas-Fay-Custer Unified Dist,2017,490,0.1501555547006349
4000015,Thomas-Fay-Custer Unified Dist,2016,470,0.2288259166360343
4000015,Thomas-Fay-Custer Unified Dist,2015,491,0.184438651669045
4000013,Timberlake,2025,296,NA
